"UID","AID","Score"
312,13531,4.0
312,13532,4.0
312,13536,2.5
312,13537,1.5
312,13538,3.0
312,13539,1.5
312,13540,3.5
313,14,3.5
313,51,4.0
313,129,3.5
313,213,4.5
313,991,3.5
313,1090,3.5
313,1230,3.875
313,1421,4.0
313,1769,3.5
313,2209,4.0
313,2278,4.0
313,2563,4.0
313,2728,5.0
313,2729,4.0
313,2814,3.3
313,3202,4.0
313,3708,4.5
313,3766,3.5
313,4208,3.0
313,5328,3.5
313,6117,3.75
313,6563,2.5
313,7588,4.0
313,13554,4.0
313,13555,3.0
313,13557,4.0
313,13558,4.5
313,13559,4.0
313,13560,4.0
313,13561,4.5
313,13562,3.5
313,13563,2.5
313,13565,3.0
313,13567,5.0
313,13568,5.0
313,13569,5.0
313,13570,4.0
314,18,3.5
314,372,4.0
314,2851,1.5
314,6824,1.0
314,6972,3.0
314,8425,1.5
314,12463,1.0
314,13583,3.5
314,13584,2.5
314,13585,3.5
315,153,4.0
315,219,4.0
315,375,3.5
315,620,3.5
315,792,2.5
315,819,2.5
315,1208,3.5
315,1593,2.5
315,2346,2.5
315,4333,4.0
315,5519,2.5
315,11068,2.5
315,11129,2.5
315,13595,2.5
315,13596,2.5
315,13597,2.5
315,13598,2.5
315,13599,2.5
315,13600,2.5
315,13601,2.5
315,13602,2.5
316,87,2.5
316,126,4.0
316,231,5.0
316,289,4.5
316,316,5.0
316,611,3.5
316,1905,2.5
316,7661,4.5
316,11101,3.5
316,13193,5.0
316,13200,4.5
316,13615,3.5
316,13616,3.0
316,13617,2.0
317,413,3.0
317,1757,2.5
317,2278,2.5
317,7450,3.0
317,7487,3.0
317,8386,3.5
317,9353,3.5
317,11745,2.5
317,13621,2.5
317,13622,2.5
317,13623,3.5
317,13624,2.5
317,13626,2.5
317,13627,2.5
317,13628,1.5
317,13630,2.5
317,13631,2.5
317,13636,4.0
317,13637,3.5
317,13638,0.5
317,13639,3.0
317,13642,3.0
317,13643,2.5
317,13644,3.5
317,13645,2.5
317,13646,2.5
317,13651,4.5
317,13652,3.5
317,13654,3.5
317,13655,2.0
317,13657,2.5
317,13659,2.5
317,13660,4.5
317,13661,2.5
317,13663,3.5
317,13664,1.5
317,13669,1.5
317,13671,3.5
317,13672,3.5
318,174,4.0
318,201,4.25
318,231,4.25
318,246,4.5
318,280,4.5
318,296,4.0
318,329,4.0
318,410,4.0
318,472,2.0
318,656,4.166666666666667
318,703,4.0
318,717,3.5
318,731,3.5
318,743,4.0
318,854,4.5
318,924,3.0
318,1008,3.5
318,1032,4.5
318,1052,3.5
318,1053,4.0
318,1461,4.0
318,1654,2.5
318,1775,3.5
318,1923,3.5
318,2024,3.5
318,2286,4.25
318,2315,2.5
318,2419,3.5
318,2493,3.5
318,2692,2.0
318,2748,3.5
318,2960,5.0
318,3171,4.0
318,3377,2.0
318,3434,4.5
318,4120,5.0
318,4260,4.0
318,4344,4.0
318,4418,4.5
318,4606,2.0
318,5377,3.5
318,5442,3.0
318,5553,4.0
318,5587,4.5
318,5588,5.0
318,5722,4.5
318,5729,3.0
318,5733,3.0
318,6255,4.0
318,6346,3.5
318,6378,3.5
318,6486,4.5
318,6925,4.0
318,6997,3.5
318,7466,4.5
318,7846,5.0
318,7946,4.0
318,8728,2.5
318,9150,5.0
318,9240,4.0
318,9855,4.0
318,10047,5.0
318,10092,3.0
318,10238,4.5
318,10446,4.0
318,12185,3.5
318,12756,3.5
318,12962,4.0
318,13726,4.0
318,13729,4.0
318,13730,4.0
318,13746,3.0
318,13777,3.5
318,13778,2.5
318,13799,4.25
318,13809,5.0
318,13816,5.0
318,13817,3.0
318,13827,3.5
318,13833,4.5
318,13837,3.5
318,13840,3.5
318,13842,2.0
318,13843,4.5
318,13848,3.5
318,13849,3.5
318,13850,3.5
318,13879,4.0
318,13888,3.0
318,13890,4.0
318,13892,4.0
318,13900,4.0
318,13902,3.0
318,13903,4.5
318,13904,5.0
318,13911,5.0
318,13922,3.5
318,13928,4.5
318,13930,4.5
318,13931,5.0
318,13933,5.0
318,13934,5.0
318,13935,5.0
318,13936,3.0
318,13937,4.5
318,13939,5.0
318,13940,0.5
318,13941,5.0
318,13942,3.5
318,13943,3.5
318,13945,3.5
318,13948,4.0
318,13949,3.5
318,13950,4.0
318,13951,5.0
318,13955,5.0
318,13956,3.5
318,13957,3.5
318,13958,3.0
318,13961,4.5
319,18,2.5
319,41,5.0
319,45,3.0
319,96,3.0
319,119,3.5
319,153,3.5
319,157,4.0
319,176,0.5
319,230,5.0
319,232,4.25
319,233,3.9
319,238,5.0
319,329,5.0
319,340,4.0
319,486,3.5
319,535,4.0
319,855,3.5
319,949,4.5
319,1114,5.0
319,1179,3.5
319,1280,2.0
319,1284,4.25
319,1713,4.0
319,1819,3.25
319,1830,3.5
319,1894,3.0
319,1951,3.5
319,2276,4.5
319,2282,5.0
319,2446,4.5
319,2526,3.5
319,2706,4.0
319,2800,3.5
319,3116,2.5
319,3147,3.5
319,4153,2.5
319,4269,1.0
319,4345,5.0
319,4672,1.0
319,4947,4.0
319,5194,3.5
319,5493,4.25
319,5884,4.0
319,5914,5.0
319,6741,5.0
319,6772,4.0
319,7302,2.5
319,7662,4.0
319,7773,4.5
319,7816,3.5
319,8612,4.0
319,9567,3.5
319,11628,5.0
319,11704,3.0
319,13084,5.0
319,13861,4.5
319,13964,0.5
319,13966,3.5
319,13969,2.5
319,13972,5.0
319,13973,3.5
319,13980,3.5
319,13984,2.5
319,13985,2.5
319,13989,3.5
319,13990,3.5
319,13993,4.5
319,13994,5.0
319,13995,2.5
319,13997,2.5
319,13999,4.0
320,23,4.0
320,508,4.0
320,570,3.0
320,758,2.5
320,924,3.0
320,989,4.5
320,2711,4.0
320,7857,4.0
320,9023,2.5
320,10414,4.0
320,14015,4.0
321,211,1.5
321,804,2.0
321,1529,5.0
321,3225,4.0
321,4353,3.5
321,4805,4.5
321,4810,2.5
321,7045,2.5
321,14019,3.0
321,14020,3.0
321,14021,3.5
321,14022,4.0
321,14023,1.0
322,239,4.5
322,316,5.0
322,373,3.5
322,498,3.5
322,585,4.5
322,639,4.0
322,926,5.0
322,1058,4.0
322,1623,3.5
322,4590,3.5
322,14042,4.0
322,14044,4.0
322,14050,4.0
322,14052,3.0
322,14053,3.5
323,111,4.5
323,119,4.0
323,157,5.0
323,228,4.5
323,290,5.0
323,333,4.5
323,365,5.0
323,439,3.5
323,460,4.5
323,462,5.0
323,492,4.5
323,545,3.5
323,656,5.0
323,773,5.0
323,806,3.0
323,875,4.0
323,989,4.25
323,1109,3.5
323,1114,5.0
323,1138,4.0
323,1428,3.5
323,1432,4.0
323,1468,3.5
323,1488,5.0
323,2232,5.0
323,2572,4.0
323,3201,4.5
323,14061,5.0
324,18,5.0
324,51,5.0
324,975,5.0
324,1045,5.0
324,1983,4.0
324,2209,5.0
324,5086,4.5
324,9428,5.0
324,9434,3.5
324,10026,3.5
324,10284,4.0
324,10787,5.0
324,12962,4.0
324,14069,5.0
324,14070,5.0
324,14071,5.0
324,14072,4.0
324,14073,5.0
324,14074,4.0
324,14075,5.0
325,546,3.5
325,1631,3.5
325,2028,3.5
325,2332,3.625
325,2494,4.5
325,7647,3.5
325,14078,3.5
325,14079,4.0
325,14080,4.0
325,14081,4.0
325,14082,3.5
325,14083,3.5
325,14084,4.0
325,14085,3.5
326,457,3.5
326,749,4.5
326,980,4.5
326,1785,5.0
326,1958,4.5
326,2485,4.25
326,3049,3.5
326,4309,2.0
326,4970,4.5
326,5511,4.25
326,5623,4.5
326,7651,4.0
326,14087,4.0
326,14093,4.0
326,14099,4.0
326,14100,4.0
326,14101,4.0
327,111,5.0
327,122,1.5
327,159,4.375
327,298,2.5
327,329,4.5
327,724,3.0
327,743,4.0
327,836,4.5
327,1500,2.5
327,2680,3.5
327,4122,2.5
327,6545,2.5
327,7596,2.5
327,8489,5.0
327,11669,2.5
327,13893,4.5
327,14115,2.5
327,14121,2.5
328,316,5.0
328,334,4.5
328,412,2.5
328,743,2.5
328,814,2.5
328,1228,4.0
328,1450,3.5
328,1560,4.5
328,3552,3.5
328,3662,4.0
328,6484,5.0
328,7325,3.0
328,11926,4.5
328,13946,3.5
328,14149,4.0
328,14153,3.0
328,14154,3.0
328,14156,1.0
328,14158,3.5
328,14159,5.0
329,119,4.0
329,228,4.5
329,377,4.0
329,439,1.5
329,475,4.5
329,1152,5.0
329,1243,4.0
329,1357,3.0
329,1438,4.0
329,2244,4.5
329,5322,4.0
329,14210,3.0
329,14219,3.0
329,14221,4.0
329,14222,3.0
330,657,4.0
330,1104,4.5
330,5124,3.5
330,8348,5.0
330,11914,2.0
330,14243,4.0
330,14245,5.0
330,14246,5.0
330,14247,5.0
330,14249,4.0
330,14250,3.5
330,14252,2.5
331,49,4.0
331,101,3.0
331,108,2.5
331,156,2.5
331,173,3.0
331,206,4.5
331,209,4.5
331,232,3.5
331,329,1.5
331,455,2.5
331,989,3.25
331,1231,2.5
331,4869,4.0
331,10590,3.0
331,10787,3.5
331,11078,3.5
331,11082,3.0
331,14256,2.5
331,14258,2.5
331,14260,2.5
332,38,5.0
332,39,5.0
332,111,5.0
332,189,5.0
332,193,4.0
332,206,3.5
332,208,4.5
332,235,5.0
332,439,4.0
332,475,3.5
332,517,4.0
332,605,4.5
332,608,3.8333333333333335
332,873,4.5
332,1049,5.0
332,1052,4.5
332,1053,4.5
332,1239,4.75
332,1250,4.0
332,1330,5.0
332,1359,3.5
332,2213,5.0
332,2427,4.0
332,2573,5.0
332,2716,4.5
332,2857,4.5
332,2906,4.5
332,3164,5.0
332,3357,4.666666666666667
332,4142,4.0
332,4414,5.0
332,5369,4.0
332,7083,4.5
332,7747,5.0
332,8447,4.0
332,8993,4.0
332,8997,4.0
332,9286,4.0
332,10048,4.5
332,10928,5.0
332,12811,4.0
332,14290,4.5
332,14293,4.5
332,14297,5.0
332,14298,4.0
332,14300,5.0
332,14302,4.0
332,14306,5.0
332,14310,3.5
332,14321,5.0
332,14322,5.0
332,14324,4.0
332,14325,5.0
332,14332,2.0
333,157,2.5
333,228,2.5
333,535,2.5
333,691,2.5
333,4226,2.0
333,4614,2.0
333,4622,2.5
333,4921,1.5
333,6147,1.5
333,8254,3.5
333,8951,2.5
334,284,4.0
334,396,3.5
334,426,3.75
334,1053,3.5
334,1443,4.5
334,2332,2.5
334,6556,4.5
334,7749,2.5
334,10281,3.5
334,13336,3.5
334,14364,5.0
334,14373,3.75
334,14374,4.5
334,14377,4.0
334,14378,3.0
334,14379,2.5
335,14,3.5
335,182,4.5
335,1642,4.0
335,1743,5.0
335,1788,4.25
335,2154,4.5
335,2505,4.0
335,2789,4.0
335,2907,4.75
335,5220,4.0
335,5417,5.0
335,6379,4.0
335,6849,4.5
335,7125,5.0
335,8574,5.0
335,9064,5.0
335,11787,5.0
335,12678,5.0
335,12950,5.0
335,14383,4.0
335,14386,4.5
335,14390,4.0
335,14391,4.0
335,14392,4.0
335,14395,4.0
335,14397,4.0
335,14414,4.5
335,14415,5.0
335,14423,4.0
335,14425,4.0
335,14428,4.0
335,14429,4.0
335,14431,4.0
335,14433,5.0
335,14434,5.0
335,14436,4.0
335,14437,4.5
335,14439,4.5
335,14440,4.5
335,43441,5.0
336,27,4.5
336,4334,4.0
336,9438,3.0
336,13924,4.0
336,14462,3.0
336,14463,3.5
336,14467,3.0
336,14468,5.0
336,14472,2.5
336,14474,4.0
337,162,3.5
337,894,3.0
337,1058,3.0
337,1075,3.5
337,1094,4.5
337,1853,4.0
337,1986,4.0
337,4950,3.0
337,6534,2.5
337,9155,3.5
337,9382,3.5
337,12813,4.0
337,14475,3.0
337,14476,3.25
338,28,3.0
338,119,3.1666666666666665
338,189,2.5
338,228,1.5
338,293,1.5
338,522,5.0
338,601,4.5
338,1032,4.0
338,1090,4.5
338,1126,5.0
338,1304,4.5
338,2466,3.0
338,3201,5.0
338,3964,2.0
338,10828,5.0
338,11592,3.5
338,14477,3.0
338,14478,2.0
338,14481,2.5
339,4206,3.6666666666666665
339,4989,3.5
339,6201,2.5
339,12792,3.5
339,14485,2.5
339,14491,4.0
339,14492,3.0
339,14493,4.0
339,14494,4.5
340,26,2.5
340,88,5.0
340,375,3.5
340,392,4.0
340,427,1.5
340,922,4.0
340,954,3.5
340,1012,3.5
340,1027,4.0
340,1295,2.5
340,1466,1.5
340,1586,3.0
340,2894,4.5
340,3897,4.5
340,4222,3.5
340,5270,3.0
340,7350,2.0
340,10036,3.5
340,12519,1.0
340,14496,3.5
340,14497,3.0
340,14498,3.5
340,14499,2.5
340,14501,3.5
340,14503,3.0
340,14504,3.5
341,41,5.0
341,129,3.0
341,810,5.0
341,952,5.0
341,1521,4.0
341,3951,3.0
341,12046,2.5
341,12924,1.5
341,14531,3.0
341,14532,4.0
341,14533,4.0
341,14534,2.5
341,14535,4.0
342,27,3.5
342,56,4.0
342,416,3.5
342,846,4.5
342,853,4.0
342,1576,4.0
342,2199,4.0
342,2887,4.0
342,3783,4.0
342,4290,2.5
342,4675,3.5
342,4818,4.0
342,8077,3.0
342,11194,3.5
342,14568,3.5
342,14569,4.0
342,14570,3.5
342,14572,3.5
342,14573,3.0
342,14574,2.5
343,18,2.5
343,39,4.0
343,65,4.0
343,192,3.5
343,242,3.5
343,284,4.0
343,522,4.0
343,566,4.0
343,639,5.0
343,807,5.0
343,1190,4.5
343,2773,4.5
343,4631,4.0
343,4957,3.5
343,5809,3.5
343,5960,2.0
343,6200,3.0
343,6444,5.0
343,11137,3.0
343,14437,4.0
343,14591,4.5
343,14606,3.5
343,14607,4.0
343,14621,2.5
343,92965,3.0
344,28,3.0
344,127,3.5
344,207,4.0
344,239,5.0
344,346,4.0
344,391,3.5
344,782,5.0
344,822,3.5
344,1295,4.0
344,1521,2.5
344,3590,5.0
344,5758,4.0
344,6784,3.5
344,13389,3.5
344,14627,3.5
344,14628,4.5
344,14629,4.0
344,14633,3.5
345,19,4.5
345,230,3.5
345,289,3.0
345,905,5.0
345,926,2.0
345,1013,3.0
345,1162,4.0
345,1466,3.5
345,1482,2.0
345,2236,3.5
345,2240,3.5
345,2274,4.5
345,2750,2.5
345,3708,4.5
345,4766,4.0
345,6789,4.0
345,7651,3.5
345,8128,4.0
345,12665,3.5
345,14640,3.5
345,14641,2.5
346,129,3.0
346,492,3.1666666666666665
346,570,4.0
346,724,3.5
346,974,2.5
346,1185,4.0
346,2043,4.0
346,7007,2.5
346,7263,4.0
346,7936,4.0
346,9150,2.5
346,10910,3.5
346,14649,2.5
346,14652,2.5
346,14653,2.5
346,14655,2.5
346,14656,3.5
346,14659,3.5
347,88,4.0
347,204,4.0
347,628,4.5
347,2172,4.5
347,2241,4.5
347,2664,4.625
347,3165,2.5
347,3414,4.0
347,4281,4.0
347,6757,4.75
347,7483,3.5
348,7,3.5
348,18,3.5
348,29,4.25
348,44,4.5
348,47,3.5
348,88,4.5
348,95,1.5
348,96,5.0
348,119,4.3
348,153,4.25
348,173,4.0
348,198,2.5
348,204,3.5
348,209,4.0
348,210,5.0
348,234,4.0
348,239,4.5
348,249,4.0
348,268,4.0
348,292,3.5
348,294,4.0
348,309,5.0
348,325,5.0
348,328,5.0
348,335,4.0
348,337,4.0
348,384,4.0
348,397,4.0
348,412,4.0
348,469,4.0
348,486,4.125
348,491,4.75
348,492,4.5
348,514,4.0
348,516,4.0
348,527,3.5
348,604,4.0
348,724,2.5
348,733,4.0
348,743,4.0
348,773,4.0
348,826,3.9
348,899,4.0
348,901,4.0
348,916,3.5
348,1012,3.5
348,1055,4.0
348,1058,4.0
348,1094,3.5
348,1107,4.0
348,1138,1.5
348,1245,5.0
348,1250,3.0
348,1282,4.0
348,1284,4.0
348,1302,4.0
348,1319,2.6666666666666665
348,1349,3.5
348,1385,4.0
348,1432,4.0
348,1446,3.0
348,1517,5.0
348,1586,3.5
348,1642,5.0
348,1656,4.0
348,1701,3.5
348,1823,4.5
348,2024,4.0
348,2114,3.0
348,2139,4.25
348,2146,4.5
348,2154,4.0
348,2241,4.0
348,2246,4.0
348,2257,4.5
348,2270,4.0
348,2278,3.0
348,2551,2.5
348,2563,4.0
348,2768,4.0
348,2972,3.75
348,3019,5.0
348,3128,4.0
348,3139,3.5
348,3202,3.5
348,3228,5.0
348,3250,4.0
348,3330,4.0
348,3348,4.5
348,3414,3.5
348,3507,5.0
348,3513,3.5
348,3966,5.0
348,3979,3.5
348,4111,4.0
348,4142,4.5
348,4202,4.5
348,4338,4.0
348,4570,4.0
348,4648,4.0
348,4666,5.0
348,4691,5.0
348,4696,4.0
348,4870,4.0
348,4970,4.0
348,4985,3.5
348,5006,4.0
348,5144,4.0
348,5648,4.0
348,5650,4.5
348,5655,5.0
348,5731,4.0
348,5939,3.5
348,5940,4.0
348,6073,2.5
348,6099,4.0
348,6322,3.5
348,6408,3.0
348,6563,4.0
348,6663,4.0
348,7220,4.4
348,7293,4.0
348,7522,3.5
348,7869,2.5
348,7913,4.0
348,8338,4.0
348,8394,4.0
348,8680,3.5
348,8816,4.5
348,8948,4.0
348,9053,4.0
348,9624,4.0
348,9747,4.0
348,9757,4.0
348,9789,4.0
348,9969,4.5
348,9986,5.0
348,10555,4.833333333333333
348,10560,5.0
348,10568,5.0
348,10799,5.0
348,10808,3.5
348,10847,4.0
348,11115,4.0
348,11139,4.0
348,11337,4.625
348,11409,3.5
348,11872,4.5
348,11918,4.0
348,12120,4.0
348,12212,4.5
348,12433,4.0
348,12438,2.0
348,12617,3.5
348,12892,4.0
348,13912,3.5
348,14613,3.5
348,14733,3.5
348,14769,3.5
348,14774,4.5
348,14775,4.0
348,14778,4.0
348,14790,4.0
348,14793,5.0
348,14795,4.0
348,14801,2.5
348,14804,4.0
348,14806,2.5
348,14810,4.5
348,14812,3.5
348,14814,4.0
348,14815,3.5
348,14816,3.0
348,14817,4.0
348,14818,5.0
348,14819,4.0
348,14820,5.0
348,14821,5.0
348,14822,4.0
348,14823,3.5
348,14825,5.0
348,14826,4.0
348,14831,4.0
348,14832,3.5
348,14833,4.0
348,14834,4.0
348,14835,4.0
348,14838,5.0
348,14841,4.0
348,14843,3.5
348,14844,3.5
348,14845,3.5
348,14846,3.5
348,14847,3.0
348,14848,3.5
348,14849,3.5
348,14850,3.5
348,14851,3.5
348,14852,3.5
348,14853,3.5
348,14869,3.5
348,14874,2.5
348,14884,3.5
348,14885,4.0
348,14887,4.0
348,14888,4.0
348,14890,5.0
348,14892,4.5
348,14893,3.0
348,14896,3.5
348,14897,4.0
348,14900,4.0
348,14901,5.0
348,14903,5.0
348,14905,4.0
348,14906,3.5
348,14907,4.0
348,14908,3.5
348,14910,3.5
348,14911,2.5
348,14912,3.5
348,14914,4.0
348,14915,4.0
348,14916,4.0
348,14917,4.0
348,14921,4.0
348,14932,4.0
348,14933,3.0
348,14934,3.5
348,14940,4.0
348,14941,3.5
348,14942,4.0
348,14944,3.5
348,14945,4.0
348,14949,3.5
348,14950,4.0
348,14952,4.0
348,14953,4.5
348,14954,4.0
348,14955,3.5
348,14956,4.0
348,14958,3.5
348,14960,1.0
348,14961,3.1666666666666665
348,14962,3.0
348,14963,4.0
348,14964,4.0
349,1058,4.5
349,1703,3.6666666666666665
349,2421,4.0
349,2809,2.5
349,2966,4.0
349,8233,4.0
349,13339,3.5
349,14970,4.0
349,14971,3.5
349,14972,3.5
349,14973,3.5
349,14974,3.5
349,14975,3.5
349,14976,3.0
349,14977,3.5
349,14978,3.0
349,14979,3.0
349,14980,3.5
349,14981,3.0
349,14982,3.5
349,14983,4.0
350,14,4.25
350,101,5.0
350,119,4.5
350,157,5.0
350,192,4.25
350,228,5.0
350,290,4.0
350,346,5.0
350,462,5.0
350,569,5.0
350,918,4.0
350,989,5.0
350,1521,5.0
350,1575,3.5
350,2076,4.166666666666667
350,3374,5.0
350,4606,4.0
350,5584,5.0
350,5717,5.0
350,6710,5.0
350,8428,5.0
350,15003,5.0
350,15006,5.0
350,15007,5.0
350,15008,4.0
350,15009,5.0
350,15011,5.0
350,15012,3.5
350,15018,4.5
350,15019,5.0
350,15022,3.5
350,15023,5.0
350,15025,2.5
351,35,3.0
351,43,3.0
351,292,3.0
351,297,3.875
351,427,3.0
351,473,4.0
351,535,3.5
351,1623,4.5
351,2428,3.5
351,5923,3.5
351,15061,4.0
352,14,3.9
352,18,3.1666666666666665
352,27,3.5
352,28,2.5
352,36,4.0
352,39,2.0
352,41,4.0
352,43,4.5
352,44,3.611111111111111
352,45,3.0
352,46,4.0
352,49,4.5
352,51,3.6666666666666665
352,52,3.875
352,67,3.75
352,73,4.0
352,76,4.5
352,87,4.0
352,101,4.0
352,106,3.5
352,107,3.0
352,108,4.285714285714286
352,111,5.0
352,113,4.333333333333333
352,114,4.125
352,119,4.291666666666667
352,122,2.5
352,127,3.5
352,129,4.125
352,136,4.5
352,154,4.5
352,157,3.5
352,163,4.0
352,174,4.5
352,181,4.0
352,190,4.75
352,192,4.083333333333333
352,193,3.75
352,197,4.0
352,198,3.5
352,201,3.5
352,207,5.0
352,213,4.0
352,215,2.5
352,217,4.25
352,230,3.5
352,231,3.75
352,232,3.75
352,238,2.5
352,263,4.0
352,273,4.166666666666667
352,284,2.5
352,288,4.0
352,289,3.5
352,290,5.0
352,296,3.5
352,298,3.6666666666666665
352,299,2.5
352,301,3.3571428571428568
352,306,4.5
352,309,3.8333333333333335
352,317,5.0
352,318,2.0
352,333,5.0
352,335,2.5
352,348,4.5
352,386,4.5
352,390,2.0
352,392,3.25
352,394,3.8333333333333335
352,395,5.0
352,411,3.5
352,423,4.5
352,439,4.5
352,462,4.5
352,463,3.333333333333333
352,469,4.0
352,471,1.0
352,472,4.5
352,474,4.0
352,476,3.1666666666666665
352,482,2.25
352,486,4.0
352,488,3.6875
352,490,4.5
352,495,3.25
352,500,1.0
352,501,4.0
352,506,3.25
352,508,2.5
352,510,2.5
352,522,4.0
352,525,2.5
352,534,4.0
352,535,3.75
352,536,1.0
352,541,3.5
352,542,3.75
352,544,3.5
352,555,3.25
352,566,4.0
352,569,4.0
352,575,4.5
352,601,3.8333333333333335
352,605,2.5
352,608,4.0
352,614,3.5
352,617,3.5
352,618,4.0
352,628,3.75
352,639,4.0
352,686,4.5
352,691,4.5
352,697,4.0
352,751,4.0
352,752,3.0
352,758,3.333333333333333
352,759,3.0
352,775,3.0
352,807,2.5
352,810,4.5
352,821,4.5
352,822,4.0
352,824,1.5
352,830,3.5
352,846,3.5
352,930,4.0
352,983,4.0
352,994,3.1666666666666665
352,998,4.0
352,1011,4.25
352,1013,3.5
352,1032,4.0
352,1052,3.5
352,1071,3.0
352,1081,4.0
352,1090,4.5
352,1114,4.0
352,1129,3.5
352,1134,4.0
352,1147,4.0
352,1162,4.5
352,1185,4.0
352,1191,2.5
352,1202,2.5
352,1239,4.5
352,1249,4.5
352,1250,3.125
352,1259,3.5
352,1270,2.5
352,1297,4.5
352,1304,2.5
352,1306,5.0
352,1319,2.5
352,1348,4.5
352,1349,3.0
352,1359,3.5
352,1432,4.25
352,1464,3.8333333333333335
352,1466,2.5
352,1468,5.0
352,1522,3.5
352,1535,2.5
352,1561,4.0
352,1575,3.5
352,1613,3.0
352,1622,3.75
352,1623,4.75
352,1685,3.0
352,1687,4.0
352,1722,2.5
352,1740,3.5
352,1741,3.5
352,1743,3.0
352,1767,2.5
352,1789,3.0
352,1823,4.1875
352,1844,4.0
352,1845,4.0
352,1860,2.5
352,1864,3.5
352,1881,4.0
352,1952,4.5
352,1953,4.25
352,1974,5.0
352,2045,3.5
352,2062,3.5
352,2076,4.5
352,2111,4.5
352,2117,4.0
352,2146,3.0
352,2181,5.0
352,2232,4.0
352,2254,4.0
352,2278,3.5
352,2298,4.0
352,2310,2.5
352,2324,4.0
352,2402,4.25
352,2419,4.625
352,2482,3.25
352,2493,2.5
352,2563,4.5
352,2572,3.0
352,2594,2.5
352,2633,3.5
352,2661,4.0
352,2683,2.5
352,2698,4.0
352,2723,3.5
352,2729,4.5
352,2741,2.5
352,2754,3.0
352,2844,4.5
352,2859,4.0
352,2883,4.5
352,2887,4.5
352,2895,4.714285714285714
352,2899,4.5
352,2902,3.5
352,2938,4.0
352,2966,2.0
352,3023,4.0
352,3040,4.625
352,3060,2.5
352,3105,2.5
352,3128,3.5
352,3165,3.0
352,3166,4.5
352,3181,3.75
352,3200,4.0
352,3249,3.0
352,3265,2.5
352,3353,2.0
352,3365,4.0
352,3454,4.0
352,3467,4.5
352,3473,3.0
352,3505,4.25
352,3507,3.5
352,3513,3.5
352,3531,2.5
352,3532,3.5
352,3646,3.5
352,3647,3.25
352,3660,3.5
352,3726,5.0
352,3727,4.5
352,3728,4.166666666666667
352,3745,2.5
352,3792,5.0
352,3919,4.5
352,3964,4.0
352,3987,4.5
352,3997,2.5
352,4011,4.5
352,4018,2.5
352,4121,3.5
352,4208,4.0
352,4254,4.0
352,4321,4.5
352,4355,2.5
352,4378,1.5
352,4412,4.166666666666667
352,4440,4.166666666666667
352,4457,4.0
352,4479,4.0
352,4513,4.0
352,4551,3.75
352,4606,2.5
352,4608,4.0
352,4611,3.5
352,4614,4.5
352,4717,3.5
352,4727,4.0
352,4766,2.5
352,4784,4.0
352,4785,3.5
352,4879,3.5
352,4941,2.5
352,4982,4.5
352,5002,4.5
352,5013,4.833333333333333
352,5075,4.5
352,5168,2.5
352,5326,3.5
352,5386,3.5
352,5394,4.0
352,5441,3.5
352,5512,3.75
352,5532,3.5
352,5553,3.5
352,5611,3.0
352,5758,4.0
352,5778,2.5
352,5781,2.5
352,5791,2.5
352,5799,2.5
352,5800,3.5
352,5808,2.5
352,5812,2.5
352,6011,4.5
352,6039,4.5
352,6092,4.0
352,6169,2.5
352,6187,2.5
352,6194,2.5
352,6255,3.0
352,6266,2.5
352,6299,5.0
352,6346,2.5
352,6478,2.5
352,6486,2.5
352,6703,2.5
352,6773,4.0
352,6828,3.4166666666666665
352,6849,5.0
352,6894,2.5
352,6961,3.0
352,6989,3.75
352,7010,4.0
352,7093,4.5
352,7225,3.5
352,7257,4.0
352,7260,3.0
352,7379,2.5
352,7433,2.5
352,7466,3.25
352,7510,3.75
352,7588,4.5
352,7608,2.0
352,7653,2.5
352,7741,4.0
352,7766,3.5
352,8147,4.5
352,8229,4.0
352,8266,3.0
352,8290,2.5
352,8385,1.5
352,8459,2.5
352,8461,3.5
352,8593,4.0
352,8604,4.0
352,8608,4.333333333333333
352,8637,3.0
352,8755,2.5
352,8766,4.5
352,8930,4.5
352,8951,5.0
352,9024,3.8333333333333335
352,9145,4.5
352,9208,4.0
352,9232,2.5
352,9251,3.0
352,9282,1.0
352,9310,4.0
352,9354,4.0
352,9370,3.5
352,9428,3.5
352,9441,2.5
352,9460,2.5
352,9466,3.5
352,9467,2.5
352,9588,3.5
352,9591,4.5
352,9819,4.0
352,9853,4.0
352,10038,2.5
352,10045,4.0
352,10096,2.5
352,10099,2.5
352,10109,5.0
352,10120,2.5
352,10146,2.5
352,10189,4.0
352,10265,4.5
352,10292,3.75
352,10300,4.0
352,10383,5.0
352,10385,5.0
352,10516,4.0
352,10562,4.5
352,10593,2.5
352,10695,4.0
352,10783,3.0
352,10784,3.0
352,10802,3.5
352,10830,4.5
352,11069,2.0
352,11120,2.5
352,11133,2.5
352,11199,4.5
352,11419,4.0
352,11431,4.5
352,11519,2.5
352,11608,4.0
352,11764,2.75
352,11804,4.0
352,11876,3.5
352,11884,3.5
352,11968,4.0
352,12055,4.0
352,12263,2.5
352,12310,2.5
352,12410,3.0
352,12413,3.0
352,12581,4.5
352,12678,3.0
352,12811,4.5
352,12863,2.75
352,12999,4.0
352,13033,4.25
352,13055,4.0
352,13070,5.0
352,13238,4.0
352,13368,4.0
352,13379,3.5
352,13451,2.5
352,13494,4.0
352,13799,2.5
